t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
43,2025-02-13,,0.3521475993517955,0.6930565588529636,0.3148939135467552,0.22380324039853464,0.35620152719768367,0.04116139210016326,0.2616094827079263,3.084017690032451,,2.8925216403395737,1.1974233060318276,3.5678616082995043,4.835828186718475
44,2025-02-14,0.36350350928424,0.20867102813794244,0.7103798386826797,0.29234489743120207,0.15535414976387282,0.37600412099691377,0.054942078439969635,0.40623564592752914,3.1563403782608015,0.32297345852292425,2.1993721421995094,0.8854905019325251,3.056653045428299,
45,2025-02-15,0.29251134331099404,0.21570330891721415,0.6379484541788777,0.5492879286612268,0.25204623792516345,0.28911883979080943,,0.4037540598905691,3.1184308875491773,,2.4884922050965983,,3.9712983745183434,4.794499603128276
46,2025-02-16,0.34516492252715586,0.4613843440044669,0.6248561371907188,0.43622157569117037,0.20339207821335115,0.33154528164099534,0.2204532413887201,0.3388324314282816,2.8145383207278907,0.8322599196844797,2.1992381462848476,1.790330682520864,3.599114079665296,4.423221253717564
47,2025-02-17,0.4405667348105533,0.5078762680460801,0.6779104679061113,0.3950400185337116,0.12058479893670562,0.3990462976470977,0.24731723386322413,0.288874587399724,3.0512080583942947,0.9486667870040149,2.022841624047875,2.401242350732492,3.5376573469114327,4.256186168389127
48,2025-02-18,0.4214315621323228,0.5542496530633628,0.7949424043862112,0.4604563819530861,0.13104087161990768,0.397120275744637,0.13933414448385473,,3.651685630263474,,2.166968033455369,2.841076732153867,3.4822049054052413,3.5071637792427723
49,2025-02-19,0.6323844382637385,0.6230641917813574,1.0,0.3638030759339066,0.14735249271363063,0.41523563322513296,0.0,0.2696584575258672,3.499335156453938,,2.7100484947381753,1.7297387320859576,3.9050355213209693,4.250362821836731
50,2025-02-20,0.7625812040667214,0.6155661796696144,0.8538631363324622,0.542630276146644,0.06274688248567234,0.33848718930370436,0.039238747242365576,0.1606837012492711,3.6167176159834016,1.561319885983804,2.594359909084679,1.0845104318531384,5.621252891062147,
51,2025-02-21,,0.49549366903650954,0.8539821954458748,0.6488305266404669,0.0,,,0.264612028520339,4.097609250158232,1.4552121922156185,2.8067312835886318,2.6664453371676475,5.211968403539103,
52,2025-02-22,,0.49368924487966703,0.8617442930168211,0.7089636156766099,0.10638625422494581,0.308403706734383,0.02719410228527351,0.4127475791937607,3.0845412957855824,0.8482721044444357,2.7408108191622085,2.005557788267611,5.794634791930221,
53,2025-02-23,0.34669837529530356,0.4907567844876494,0.7652531775211883,0.6993999417043484,0.20832974112749691,0.3412495434945178,,0.24557710021416834,,0.48614428418441924,1.6889408498382241,2.0300905552445228,5.791735286750617,4.461227299673733
54,2025-02-24,0.2741788810943272,0.5803013200297182,0.7323192418592025,0.7924959846083035,0.1320383330240352,0.2993945850361223,,0.2723663070195792,3.182898256762008,1.2797803470522549,1.9603783855186705,2.1451607177718848,6.083831196711295,4.124143113983253
55,2025-02-25,0.3306464296680782,0.531241708666792,,0.5881180910430823,0.18364465282315473,0.3227533434174158,,0.15159927571964943,3.417462526592735,1.475636331965993,2.8370501969852286,2.7737439977002283,5.658529304070469,
56,2025-02-26,,0.6860988985842792,0.6086919668133306,0.6772634388762402,,0.3216255902640151,,0.07419655243118073,4.249275373866826,1.2241081353249825,3.337286231130896,2.9076657652487894,5.4822889369212495,3.2565004557835113
57,2025-02-27,,0.6985664358631365,0.6787234429398783,0.6287010228028287,,0.4189183491453504,,0.2076667110016931,4.663240563164404,0.9220853902863908,2.5818052046705686,2.1797645685609712,,3.5404397574521456
58,2025-02-28,0.16293105421798706,,0.664027003540298,0.5548640170575984,0.5710261583123323,,,0.2002871601042947,4.6135243588970205,0.5596676294873948,2.519333963790598,2.4407690010185017,4.378932605020725,2.770075639463158
59,2025-03-01,0.16850208706593142,0.9195117799523665,0.6224245185770904,0.4499402356264208,0.5249570294648527,,0.11355168807744109,0.22945334191359804,4.649566630030131,,,3.4742370781292924,3.5937732207500286,
60,2025-03-02,0.12067094515189952,0.8308046470963946,0.5393229678130858,0.3468916682046671,0.4887894929341699,0.6206981433791987,0.0,0.2967885476683873,4.3029294057852985,1.3788395694707147,2.276444655555913,2.721901274224697,3.54619759633236,
61,2025-03-03,0.114925132548222,0.7042265552079868,0.407673892883477,,0.3580757446172328,,0.0,0.3384532657313579,4.343255752008274,2.375379415638391,2.5287887265566726,2.6267017262767856,3.967787582155642,
62,2025-03-04,0.3070754491910148,0.7003854128770232,,0.2183744575356692,0.2774318661623124,0.47073756989515575,0.08973069173429196,0.19125870660696942,5.190395002036519,3.0329450814042573,2.8143269186445132,2.2365890885662876,3.292003856738372,
63,2025-03-05,0.5421054999846999,,0.27077065967314845,0.10993871598670642,,0.44801179806797536,0.0,0.02855959110468359,4.551644392214735,2.340658660652537,3.391991850176502,2.069878168826311,,
64,2025-03-06,,0.957529570398529,0.4645859361882898,0.16444023929656676,0.14615992999192656,0.5121271765375965,0.045028230497654725,0.06267758553490126,4.4807667398417,2.1377931408545554,2.675290160439612,1.8969791297343241,3.0998364873669795,
65,2025-03-07,,,0.12066113967854047,,0.19137691572716528,0.08938935763453054,0.35936975353886347,0.291105046644003,4.172254449910043,,1.7389819251779661,2.8396992919824804,2.391843955278045,
66,2025-03-08,0.0,0.6910427861900362,0.06696967729375593,0.14589551819627475,0.12596612518306988,0.18471493367497913,0.14017910777748466,0.22368902033098523,4.753089451781391,,,2.265492474932643,1.6206698798530108,
67,2025-03-09,0.0,0.675007811283212,0.05395231078377613,0.36362953557434924,,,0.0648486133945579,,3.69987845208597,,2.0856975898373658,2.211854525726495,,4.494360111823961
68,2025-03-10,,0.6232795930361602,,0.46906229471295113,,,0.06434629117395507,0.11013650318338897,4.930167166091283,1.939455450004571,1.488854182283126,2.521468528066651,2.722689643467369,3.874224341782107
69,2025-03-11,0.055144207548408805,0.5364661869056276,0.03289669723930977,0.43698919798856756,0.0,0.005186869795040454,0.0,0.047627854526687816,4.8908906463542206,1.522966440236384,,2.9590654816846573,3.093340491378874,4.064355290018459
70,2025-03-12,0.014656968272969133,0.5393085601334477,0.0,0.6148221513908955,0.0,0.0,0.0,0.025679040450191114,5.192264727415221,1.4124803710699276,2.6672705714277143,3.150081996279798,3.051801733186361,
71,2025-03-13,,0.5454755418016494,0.11909793527258505,0.48792586309819563,0.0,0.04333910504692036,0.0,0.17264322396230053,4.971790286488389,,2.854609843388803,2.083442370255764,3.6185577947258114,3.8967089938307287
72,2025-03-14,,0.4876937311933396,,,0.012130043436886406,0.2549946054596025,0.008345782495363538,0.21189844044506403,5.194602131096405,1.31246237162336,,2.151271201180748,,2.9267625933160786
73,2025-03-15,,0.5528188116829,0.20579984604069476,0.38694766735863256,0.0677128235184383,0.3689368023732895,0.1839617145784968,0.13413171561558063,4.513805360259562,1.7041831790376851,2.8156768025121415,2.328332210762962,2.3517063540685017,
74,2025-03-16,,0.575566576388832,0.14736714451365535,0.441884406465386,0.01820833611840121,,0.2217216732966066,0.18918090850496397,4.3187261549101725,0.8576805769056176,2.7533624024386056,2.146797703045685,2.1277550760709687,
75,2025-03-17,,0.7341930752247812,0.19527818362466542,0.3285131330367719,0.0805416343225412,,0.16439042190388847,0.24343866447749835,4.365015217942308,1.080697326013002,,2.5150795066820195,1.7413079956008182,3.0394524188591827
76,2025-03-18,,,0.2557522992281981,0.23236791413914765,0.0,0.10966427098341258,0.14817261524274677,0.2071648856653626,3.826371763849264,1.3820022476100629,3.6486425208760402,2.7039586016813404,1.4804132320275312,2.8202842654898608
77,2025-03-19,,0.6834997553673775,0.3552206831144998,0.32074144710583746,0.07925631020070117,0.012775700370675422,0.08555743615137368,0.31924591072446157,3.6477992599488354,1.4491136693906392,3.67764192613224,3.0845166818905048,0.4373730984988633,2.602190651182064
78,2025-03-20,,0.602368220898678,0.2654943290932869,0.3864514263855615,0.11607620674518755,0.02008027456424963,0.2774003816115302,0.3221924419319836,3.8223302005071558,1.6513125094615584,2.9274144947542053,2.5489825434138385,1.3256277082739278,2.8967933282486644
79,2025-03-21,0.0,0.7086056379735193,0.42726699384283484,0.3677488868878809,0.2537310858708658,0.1396529093322656,0.2693883854404091,0.37131348531723646,3.466075569944646,1.5024376434325082,2.107705165538836,2.665373289983628,1.6341492216757838,3.1162324952496796
80,2025-03-22,0.0,0.6776012637146519,0.3533552889229654,0.4290945105992395,0.22595022257400657,0.15166065656024974,0.39511239335858217,0.43225614954134645,3.6604698719641267,1.9535083811312932,,2.4746921664408457,1.2584701653073003,3.697559829420155
81,2025-03-23,0.12107436184897902,0.6968773443105983,0.2045870095820288,0.3711690248817561,0.13926259178400374,0.11969896383539771,0.29899502187481636,0.4789287523592431,3.983400193687558,2.4261585330610536,2.341620678908051,2.6744874316590637,0.9597360126273237,4.265652340874035
82,2025-03-24,0.26208791400235554,0.6806669105329796,0.27239516201806196,0.2977785390833157,0.11829275180929974,0.0510882500245501,0.2912153823556216,0.4277628712741191,,2.4405471335424673,3.160695394731719,2.8569294683248296,2.0092331344378165,3.4797630349515836
83,2025-03-25,0.34066548336305474,0.6849437483939255,0.2632711886776684,0.16242004471345345,0.0341975229903405,0.15699593251385102,,0.35878363935531854,4.234861458796776,2.957411602530475,2.814877844712143,3.498486294487374,2.387900665808802,4.260243809773845
84,2025-03-26,0.351083790764733,0.784088750746156,0.32721059991891394,0.13116143485684095,0.009415495264618129,0.13833152570079352,0.05236468793459059,0.3640758073167645,3.906431465829085,3.907129054358647,2.572247319319691,2.921105067625672,2.7443561933975182,4.315606714293536
85,2025-03-27,0.3289236565273299,,0.31523770912189886,0.030678611040804576,0.15101295609899584,0.04497736738917871,0.007892118818112095,0.3783478410372717,4.478977194522637,3.215713886241364,2.4523043824495563,2.7328040536072087,2.4971851629514683,4.263377720438082
86,2025-03-28,0.3683037377117159,1.0,0.4464382893175512,0.20604239751592313,0.2164679130296915,0.0806357484317083,0.1966729421632983,0.5874541130466594,5.146294781531725,2.8815827788850514,1.7650008845338476,2.4395356104136345,3.1931243139439167,4.195129890920807
87,2025-03-29,0.48187554539433636,0.9707604890821632,0.4091435626098139,0.18977578247014956,0.14596201988190105,0.22759552462749877,0.41563055889951817,0.3832840348082553,5.027634827225587,2.8957793214762835,1.7025382076738649,1.8803218665670487,3.268037176068199,
88,2025-03-30,0.3899466850714045,0.9165337396300298,,0.1499368025840871,,0.25999068495357014,0.3259185592112165,0.46091089916352745,5.2292928386028175,3.2760235008363687,2.3724423656560685,,3.158404740593765,4.0882700258177165
89,2025-03-31,0.42101417585881457,,0.5492971251763904,0.08311795373255347,0.30887485703496986,0.17860109849678377,0.29163966198328484,0.4291193376374438,5.407021313252493,3.7972019401930823,3.2764049877809853,2.488940729405177,3.628258308708963,4.144358108075823
90,2025-04-01,0.41150145797188165,0.9079997919509225,0.4803316935214467,0.17942445670306478,0.24929226930660642,0.28933088130182893,0.2224574727482421,0.45046037334625355,5.18554534882664,3.7401207668577254,4.2100250643885975,3.055476848645853,3.895047080559707,
91,2025-04-02,0.2875498756885133,0.7840648769893671,0.5735177724924905,0.2120821383514408,0.2207516471354088,0.437498872586026,0.10620381396519094,0.3320496212787641,5.027245798926996,,4.329808257924091,2.7161025478424183,4.339576583846433,4.749640325004152
92,2025-04-03,,0.8143271343296906,0.6398354214636256,0.22647471736175875,0.19571071036069027,0.3518988392599413,0.10366909528166766,0.37092159008942693,5.535901664469554,2.9195274992585207,2.860336399424139,2.5150036044587485,,4.586900589658737
93,2025-04-04,0.22661941824136828,0.8368391007171763,0.5292839534552661,0.3023703578948067,0.18478309282561445,0.3339675773680782,,,4.734696870714328,1.6151538273742763,2.197153934681926,2.2525386407944876,2.3920451340349933,4.325266354690865
94,2025-04-05,0.2866164217766719,0.6704006463479761,0.3621182672103743,0.11820330524803163,0.2187722202883956,0.25219555579182984,0.0,0.4124033198958871,4.837869282066951,1.3470003279191602,2.8253337300912413,2.363034776309777,2.183494091462548,4.9144113665860045
95,2025-04-06,0.338990906803643,0.7135220216928101,,0.14150099879087785,0.1683036824314382,0.23364262291758675,0.0,,5.893769441955564,,2.723702079873691,2.1854371781051727,2.5516300309627775,
96,2025-04-07,0.4159860833041996,0.7061651920597113,0.31088033920636815,0.10739450572869601,0.3837506365608355,0.28500055095245946,0.10611951756407026,,,1.678314803340463,2.5863976227182026,2.34665657264884,,3.8854038647134765
97,2025-04-08,0.3866381318182841,0.7023694500578732,0.20702554444802077,0.3016383864034493,0.3963016539502481,,0.126546989539095,0.43538227558748344,4.868227854891181,2.124077178688923,2.8307307183861474,,2.392173182904882,3.9007297975537227
98,2025-04-09,0.4290137120000227,0.6016602655853719,0.2678118535180611,0.35939296538993143,,0.3121175229609842,0.2501899329809691,0.3355326201302567,,2.6308101072733026,2.8773180325320995,,2.573256668712835,3.5547307544867355
99,2025-04-10,0.4301843714691326,,0.28481038921909546,0.2197697653105043,0.6732363696119998,0.2959093939090354,0.4328257858104084,0.36292622380819856,5.1430733843780345,4.381052109118169,,3.039851956515719,2.384026578080739,3.714520409599183
100,2025-04-11,0.605032451050826,0.5732958236636311,0.18384534184346946,0.3064354572761931,0.5929017964500954,0.1666638799961575,0.7840624378415663,0.40135908601840575,3.9593891683012696,,,2.7176447167906597,,
101,2025-04-12,0.40685417397890666,0.8353196328052912,0.23424738993259223,0.34902835381953623,0.5918845062882607,0.21170751280170183,0.5280730050435488,0.448170068828049,3.7145583917417935,4.265417385612822,1.5432166919977315,2.624756342847926,1.5317777978789056,4.253425276917622
102,2025-04-13,0.21171583845027736,0.7594840092576475,0.3833565457037636,0.31826547372846853,0.5821895999279872,0.09938487183477929,0.4819577237677801,0.4210740652900905,2.6430244419780844,4.149907374360273,1.5193689560888872,2.396485848179889,2.197563393374719,4.263459156695689
103,2025-04-14,0.19671225775065926,,0.48504051170083096,0.5131643059200508,0.5351665196112527,0.13133367517255018,0.45720748064378913,0.4529901535897794,3.181749648129473,3.772558979334561,3.2123776517255487,2.6351121664413255,2.9946198390423775,5.043878556011987
104,2025-04-15,0.242052242125276,0.9512991548775631,0.5628436821484372,0.43426816960693976,0.5657336672853348,0.1821038369885224,0.5478521010561527,0.3600409944142806,3.7747288421149325,3.272068532698712,3.1833442903387965,2.2835335937509136,2.7410720705360636,4.763506071795332
105,2025-04-16,0.2037925735424861,1.0,,0.5868416022043693,0.5097940298930294,0.11490115051436792,0.4948811677726271,0.41431893935294445,,3.057401870047511,3.7793659624258944,2.4139747673038,3.912895100411557,4.969709026410048
106,2025-04-17,0.39098565499245197,0.9990140841329128,0.7655529022293611,0.5210683878486808,0.46992348027252584,0.09955735613343417,0.5263219149473837,0.4282159440108292,4.495114639635654,2.282606960240936,3.2411342834478063,2.522291535707213,,5.16319654228323
107,2025-04-18,0.5062204519126132,1.0,0.7001475509177659,0.4384350118224143,0.6527131218931169,0.11989726562722915,0.49081895026664424,0.3394654609677502,4.053509160846705,1.9868019806524608,1.728562707443237,1.2261445942541642,4.288260775283469,5.789140191196498
108,2025-04-19,,0.9194619520798661,0.6388889424881637,0.4046767911324886,0.5420046434202443,0.3102170530776235,,,2.9930815584663875,,,0.48644716984655034,3.9191195812682484,
109,2025-04-20,0.6170148095389415,0.9304732521007756,0.8397281191808315,0.523171233001623,0.34131046719803687,0.4158008967814928,0.5490430051448314,0.39387327622685797,2.847815843848339,,1.8733908748406307,1.8142262110342948,3.0965517137664875,5.52713036120066
110,2025-04-21,0.49395858635938483,1.0,0.9458004132449337,0.28182708830756426,0.40544286139898644,0.40806634331891234,0.40125781738592614,0.38017618873811326,2.812498462747478,,3.0800844215576606,0.8682901032162518,3.4644083943531188,6.479467985457064
111,2025-04-22,0.6260158386662275,,0.9326154695197781,0.255780117672556,0.3579989236629706,0.3614400848062107,0.665456124241084,0.4121019819877883,3.191542637553302,,3.4005580364298313,1.3491975022630454,3.6482540508744368,5.575212614789175
112,2025-04-23,0.7261503476783829,1.0,0.8240582095654271,0.30336973905149117,,,0.6615653583342906,,3.0337712824558314,,2.9754803747195466,2.66258626218484,,6.137363659910676
113,2025-04-24,0.9242747782195568,1.0,0.7012745708599861,0.25498055521575863,0.6410532708656207,,,0.4850834745923588,3.322810329900374,,2.1880339638533597,2.2188519871827337,2.273222574494354,7.090019078657925
114,2025-04-25,1.0,,0.7165241360547852,,0.6720311558657281,0.3175131509470724,,0.45639629223106737,3.1143536335738746,,3.514354902764243,1.362449515262433,,
115,2025-04-26,1.0,0.9029558311297425,0.48458826345831507,0.3503126581338084,0.697875671858004,0.3420392800490949,,0.31721735401435247,,,2.248790956653053,2.155336029425611,,6.926188388704495
116,2025-04-27,1.0,0.7480676877572474,0.6349504746981929,0.6610050043555145,,,,,1.9054259693394908,,3.965460423019474,2.364891309166611,4.059100427362335,7.417268474206962
117,2025-04-28,1.0,0.7888600729302876,0.6967670525504335,0.7345958571647458,0.3852102488227879,0.46758300651605195,,,2.0243215893756616,,4.2500812175121565,2.1320848660937504,4.6423237375241335,
118,2025-04-29,1.0,0.7973985497975955,0.5787486300506561,0.5918110736708015,0.5120837937744478,0.394461409297405,,,2.739461815320583,5.328300528530672,3.886332438720575,2.455074824637786,5.53524349909142,6.471356183695515
119,2025-04-30,0.9626743319396555,0.9571516032066343,0.6184738202401907,0.5539915733818325,0.5631489822308275,0.4902053641812965,,0.5336293715216722,2.4685860144735465,4.271593859153468,4.005184553235984,3.4457543882484885,5.059269370383472,
120,2025-05-01,0.9275895882778287,0.9750177899134298,0.609691359006241,0.5138854827799699,0.4750163403108627,0.2957198874117215,,0.4531384521310948,1.5663783891546883,5.330610869929398,3.1972627701152754,2.420153558732375,5.496640431404415,5.658555029142242
121,2025-05-02,0.9271128384254688,1.0,0.5019890716190737,0.3106496949540204,0.7432988843597423,0.40232517300813514,,0.6644798225378573,0.9747870550616091,3.4469823572195812,2.957687486007185,2.905416736948984,4.378866652148723,5.527757305236857
