mapping_predictor_path,mapping_predictor_path_canonical,n_matched_hyde_leaves,matched_hyde_leaves_joined
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / EMDR_Informed_Interventions',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Exposure_Based_Trauma_Processing',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Imagery_and_Rescripting_Interventions','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Imagery_and_Rescripting_Interventions',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Narrative_and_Writing_Based_Interventions','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Narrative_and_Writing_Based_Interventions',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Trauma_Focused_CBT_Components','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Trauma_Focused_CBT_Components',0,
'[SOCIAL] > Care_Navigation_Access_and_Coordination > Care_Navigation_and_Access','[SOCIAL] / Care_Navigation_Access_and_Coordination / Care_Navigation_and_Access',0,
'[SOCIAL] > Digital_Social_Environment > Digital_Life_Assessment_and_Guardrails','[SOCIAL] / Digital_Social_Environment / Digital_Life_Assessment_and_Guardrails',0,
'[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills','[SOCIAL] / Digital_Social_Environment / Digital_Wellbeing_and_Skills',0,
'[SOCIAL] > Digital_Social_Environment > Feed_Curation_and_Content_Health','[SOCIAL] / Digital_Social_Environment / Feed_Curation_and_Content_Health',0,
'[SOCIAL] > Digital_Social_Environment > Safety_Privacy_and_Online_Conflict_Support','[SOCIAL] / Digital_Social_Environment / Safety_Privacy_and_Online_Conflict_Support',0,
'[SOCIAL] > Legal_Safety_and_Rights_Support > Legal_and_Rights_Support','[SOCIAL] / Legal_Safety_and_Rights_Support / Legal_and_Rights_Support',0,
'[SOCIAL] > Legal_Safety_and_Rights_Support > Safety_and_Protection_Solutions','[SOCIAL] / Legal_Safety_and_Rights_Support / Safety_and_Protection_Solutions',0,
