backend,operation,predictor_id,predictor_full_path,repeat,latency_ms,result_size
SQL,criterion_degree_for_predictor,67,[PSYCHO] > Cognitive_Behavioral_Therapies > Schema_Focused_CBT_Derivatives,1,0.045583,1
SQL,criterion_degree_for_predictor,67,[PSYCHO] > Cognitive_Behavioral_Therapies > Schema_Focused_CBT_Derivatives,2,0.044917,1
SQL,criterion_degree_for_predictor,67,[PSYCHO] > Cognitive_Behavioral_Therapies > Schema_Focused_CBT_Derivatives,3,0.044958,1
SQL,criterion_degree_for_predictor,67,[PSYCHO] > Cognitive_Behavioral_Therapies > Schema_Focused_CBT_Derivatives,4,0.044833,1
SQL,criterion_degree_for_predictor,67,[PSYCHO] > Cognitive_Behavioral_Therapies > Schema_Focused_CBT_Derivatives,5,0.044958,1
SQL,top10_criteria_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,0,0.052292,10
SQL,top10_criteria_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,1,0.030542,10
SQL,top10_criteria_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,2,0.028792,10
SQL,top10_criteria_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,3,0.027625,10
SQL,top10_criteria_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,4,0.027042,10
SQL,top10_criteria_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,5,0.026583,10
SQL,criterion_degree_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,0,0.026625,1
SQL,criterion_degree_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,1,0.026583,1
SQL,criterion_degree_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,2,0.025625,1
SQL,criterion_degree_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,3,0.025375,1
SQL,criterion_degree_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,4,0.025083,1
SQL,criterion_degree_for_predictor,105,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing,5,0.025167,1
SQL,top10_criteria_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,0,0.031167,10
SQL,top10_criteria_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,1,0.025333,10
SQL,top10_criteria_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,2,0.024666,10
SQL,top10_criteria_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,3,0.023667,10
SQL,top10_criteria_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,4,0.023291,10
SQL,top10_criteria_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,5,0.022542,10
SQL,criterion_degree_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,0,0.022417,1
SQL,criterion_degree_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,1,0.021958,1
SQL,criterion_degree_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,2,0.021583,1
SQL,criterion_degree_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,3,0.021917,1
SQL,criterion_degree_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,4,0.021333,1
SQL,criterion_degree_for_predictor,104,[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions,5,0.021292,1
SQL,top10_criteria_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,0,0.068791,10
SQL,top10_criteria_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,1,0.052916,10
SQL,top10_criteria_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,2,0.050833,10
SQL,top10_criteria_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,3,0.049,10
SQL,top10_criteria_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,4,0.048166,10
SQL,top10_criteria_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,5,0.047375,10
SQL,criterion_degree_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,0,0.05875,1
SQL,criterion_degree_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,1,0.057208,1
SQL,criterion_degree_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,2,0.056625,1
SQL,criterion_degree_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,3,0.056291,1
SQL,criterion_degree_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,4,0.056208,1
SQL,criterion_degree_for_predictor,119,[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills,5,0.05525,1
SQL,top10_criteria_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,0,0.188959,10
SQL,top10_criteria_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,1,0.128958,10
SQL,top10_criteria_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,2,0.125583,10
SQL,top10_criteria_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,3,0.123,10
SQL,top10_criteria_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,4,0.122041,10
SQL,top10_criteria_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,5,0.124209,10
SQL,criterion_degree_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,0,0.309417,1
SQL,criterion_degree_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,1,0.245,1
SQL,criterion_degree_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,2,0.239375,1
SQL,criterion_degree_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,3,0.221125,1
SQL,criterion_degree_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,4,0.194125,1
SQL,criterion_degree_for_predictor,19,[BIO] > Neuromodulation_and_Neurostimulation > Peripheral_Neuromodulation_Family,5,0.191125,1
SQL,top10_criteria_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,0,0.51775,10
SQL,top10_criteria_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,1,0.2305,10
SQL,top10_criteria_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,2,0.206208,10
SQL,top10_criteria_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,3,0.200625,10
SQL,top10_criteria_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,4,0.19525,10
SQL,top10_criteria_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,5,0.197209,10
SQL,criterion_degree_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,0,0.348292,1
SQL,criterion_degree_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,1,0.352625,1
SQL,criterion_degree_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,2,0.34075,1
SQL,criterion_degree_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,3,0.3405,1
SQL,criterion_degree_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,4,0.337792,1
SQL,criterion_degree_for_predictor,22,[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages,5,0.339917,1
SQL,top10_criteria_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,0,0.05975,10
SQL,top10_criteria_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,1,0.020625,10
SQL,top10_criteria_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,2,0.018666,10
SQL,top10_criteria_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,3,0.017375,10
SQL,top10_criteria_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,4,0.016542,10
SQL,top10_criteria_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,5,0.01625,10
SQL,criterion_degree_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,0,0.01475,1
SQL,criterion_degree_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,1,0.013666,1
SQL,criterion_degree_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,2,0.013459,1
SQL,criterion_degree_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,3,0.013292,1
SQL,criterion_degree_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,4,0.013208,1
SQL,criterion_degree_for_predictor,86,[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions,5,0.013125,1
SQL,top10_criteria_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,0,0.16725,10
SQL,top10_criteria_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,1,0.04875,10
SQL,top10_criteria_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,2,0.046458,10
SQL,top10_criteria_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,3,0.045083,10
SQL,top10_criteria_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,4,0.044125,10
SQL,top10_criteria_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,5,0.043667,10
SQL,criterion_degree_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,0,0.053708,1
SQL,criterion_degree_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,1,0.060541,1
SQL,criterion_degree_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,2,0.052416,1
SQL,criterion_degree_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,3,0.055292,1
SQL,criterion_degree_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,4,0.052125,1
SQL,criterion_degree_for_predictor,98,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy,5,0.05225,1
SQL,top10_criteria_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,0,0.098541,10
SQL,top10_criteria_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,1,0.030584,10
SQL,top10_criteria_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,2,0.029083,10
SQL,top10_criteria_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,3,0.02825,10
SQL,top10_criteria_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,4,0.027292,10
SQL,top10_criteria_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,5,0.027042,10
