t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
80,2025-03-22,0.07322824727588806,,0.18548459739448087,0.31990366223462763,0.12485767149926996,,0.6247802286922393,0.10447198973736488,7.36521705998845,7.028766373423171,4.8743556680068725,4.97000901693379,,
81,2025-03-23,0.09919213358449815,0.25690282489273636,0.09000554748189345,0.1623595614539211,0.2012117660066468,0.09823585864667839,0.5515655113974413,0.0,7.227473385355058,6.039621986913408,,5.276509073209028,,4.860263607350943
82,2025-03-24,0.21627397921269553,,0.017947043789066933,0.2187533424574045,0.23218735968255041,0.12593188093431798,0.6414205416999695,0.0,7.287876303363312,5.812528522731134,,4.923695882160368,5.214822427782533,5.583962171986775
83,2025-03-25,0.22505329112291197,,0.0005419805834014147,0.2205274831873864,0.05145783100074841,0.18563075633826875,0.5489625644522712,0.0,7.442369705116923,5.749296395116911,5.597686480408971,5.29200798494595,4.597273676108997,6.430703440483339
84,2025-03-26,0.28125503914968725,,0.010707194248214516,0.18433581276061367,0.046947807774677254,0.16750523879386647,0.5012473216786881,0.0,7.352826330255313,5.233769047276892,6.082326183526751,5.356077447934829,4.959977158615632,5.2264536650646605
85,2025-03-27,0.10646942095472586,,0.06939741172717295,0.33312998769707836,0.2503254237515156,0.1821090709277821,0.38302160444486505,0.3188125264224999,7.3080962201801345,4.8764787037653505,5.645850173940167,5.000955142352733,5.218792572495261,4.3454344636245645
86,2025-03-28,0.1859643305849078,,0.05679382862186535,0.4355838129147486,0.2517493474747069,0.1573204520198845,0.22987808596093187,,7.508559452109656,5.602218280783829,3.9396753906375306,5.034066663472425,,3.8990751838457474
87,2025-03-29,0.0069496854816230025,,0.11901673565080782,0.5622806265473206,0.32904075782121467,0.07373975887360866,0.36579473423544423,0.24500353195310565,8.198488626001007,4.987386757964827,3.033778614866745,5.462928625548846,,
88,2025-03-30,0.03486184883159161,,0.37149170173754253,0.4152746391914748,0.17196792936486632,0.0732023627854711,,,8.280052070213031,5.330129588072232,2.7804305073927775,6.050381560949314,,4.414863408904442
89,2025-03-31,0.06293539229142907,,0.27989992768566,0.2521174193393019,0.28770277332111516,0.13176711149061884,0.4447282366556771,0.2668722422990732,8.479681073157806,4.362031926251758,2.9836058102201135,6.804891499934487,,5.068035755555105
90,2025-04-01,0.26668820515061137,,0.2983873133572382,0.21483439400689602,0.45500898012715346,0.15212416597346445,0.1693033933153652,0.14218023896920923,8.654273628453556,4.481777011426838,3.452316198862912,6.923335940007108,3.7932085620229845,5.027560900712793
91,2025-04-02,0.2689716058346865,,0.3025632559555066,0.38308893286839896,0.4395497351650631,0.21065902402465894,0.14648522240187142,0.0,6.916168254766462,,3.4344008064188567,6.898892035063615,3.634816826488101,4.415766093677717
92,2025-04-03,0.2376652755451163,0.2248054725333915,,0.3616761820478755,,0.2315615848734369,0.14161291121253733,0.16573016650015243,7.684995512886262,4.676453062849078,3.304716196997686,7.09432366081138,3.2581917247137686,
93,2025-04-04,,0.19358370528550897,0.3607214675575306,0.36726102577839165,0.4099966528293575,0.35237247836614993,,0.213925001159135,7.2077282579981,3.8962802829037084,3.80403303048912,,2.536675956710462,3.8533359671569967
94,2025-04-05,0.41066602744605285,0.36429375715563417,,0.3947343792894327,0.45465170913546926,0.4005429020302224,0.16246870861940496,,,3.3941713828813818,4.340627947777358,6.628112981040345,2.679692491155198,4.173931243969216
95,2025-04-06,0.3375076901205764,0.40206489880161805,0.29458026983845065,0.4507068994081255,0.339958632373645,0.29950788581768206,0.16474804813694693,0.08835227375133958,7.6527828236256,3.7808059695065133,3.8960933339826243,5.6368549078970505,2.878903649381989,4.501427619113574
96,2025-04-07,0.3490246095897549,0.2955773502764494,0.24049620146112194,0.21068131383096386,0.2860788561146819,0.2533682819480219,0.1493892126897865,0.1822356854117407,6.974017834768572,3.6555358087276417,4.6136636871606305,5.073779625477114,3.226791485963714,4.438471604256378
97,2025-04-08,0.2029702932201205,0.2428407154347174,0.469637189155131,0.3358924080672787,0.3119615343542621,0.169530133684153,0.150988217440016,0.07636667898443199,7.006871078732894,3.892469404064969,4.343912087787901,4.880854969002757,2.9025986773768033,
98,2025-04-09,0.19079249854897753,0.2799641551651928,0.5902797079344104,0.24912278134909538,0.23540283409801788,0.41347024111838904,,0.2849716715555619,6.364916392245885,3.1383106393600424,,4.879517721158666,3.241257131615331,3.8236754757098064
99,2025-04-10,0.22674011291871876,0.31507843112296985,0.5007863593649795,0.37644145725630407,0.332494809955444,0.45116753055743763,0.27971518364121095,0.21689369181829693,5.784775537714563,3.322961650773921,,3.2132964303373597,,2.890703508517957
100,2025-04-11,0.24330795987141163,0.16762827411827275,,0.4177550516766038,0.4010409677139239,,0.36618290524304614,,5.341009596527388,4.387357888260273,,3.0578668654264085,,1.919508040188431
101,2025-04-12,0.28638727911581874,0.34419444250674897,0.7666709196946202,0.5043466334476957,,0.2909424457829534,0.5756145644073657,0.1846064340689595,6.359638218967955,3.7586160636355945,5.111529264179844,3.4779062710993447,2.908180868376787,2.1046284385504945
102,2025-04-13,0.2644577962785543,0.4940532582019241,0.8749372456823592,0.3385390408819703,0.11907387952548454,0.2932534970004745,0.858848771690073,0.05372604613177637,6.502587359010746,3.680115628128843,5.546674446003855,4.3795409325994585,2.599521732255974,2.3040573595121714
103,2025-04-14,0.19979253948640224,0.37827600729924293,0.7476798105251996,0.31563567097466155,0.2544562492136335,0.4378021353719453,0.9010468949408729,0.0,6.638943540362144,4.4028763302595415,4.826653634446956,4.560416152875009,2.5109131112407734,2.4158535173204516
104,2025-04-15,0.07687786741396013,0.4052412995176378,0.746703813985584,0.42633444971764173,0.27767118628692006,0.3383629809304658,,0.2174382473906073,6.03039697372651,4.822464788572544,4.516872294863353,4.707636434343461,2.757226351284215,3.632108779225
105,2025-04-16,,0.3059422665885343,0.7062537474529,0.4145526097816763,0.5554092836804464,0.4282531725624112,0.694983488744371,0.30097045111276016,5.9646168313078025,4.976142757996031,4.580666431699606,,,3.81983573050309
106,2025-04-17,0.4227820514698699,0.48871307401883046,0.6400851497175534,0.40431648192267633,0.33163171386600543,0.2657703485711849,0.6770245895197591,0.2755412878366266,,5.985038764577289,2.203147739700597,5.4759964097605245,,
107,2025-04-18,0.25362587880346293,0.6442707281919935,0.7056552858072429,0.5831212625799322,0.19740627003489244,0.04381512222053513,0.5765318598094543,0.1842690516328659,,,1.7573533865457953,4.016940391916423,3.436400296109532,2.9205818037328832
108,2025-04-19,,,0.6092242467109164,0.21192125735969397,0.3010254884796345,0.0,0.5497733364307464,0.27614828881071907,4.653756568439188,4.552880094957472,1.4042094307389439,4.272381949512855,3.2261321399530507,2.7790296483530406
109,2025-04-20,0.4335746771966832,0.3484152777052745,0.6072198806953589,0.3193936256556548,,0.030375655731147602,0.42372273715814207,0.27969240421967456,3.8692975894731303,3.9356538535829335,1.977910025742678,,2.7276150067825813,2.1431473528221927
110,2025-04-21,0.3468610717771997,0.4261498288357891,,0.2874021104943488,0.3679124429609172,0.16492100761384237,0.4376213170107377,0.37939930525651966,2.8365857307511093,,1.9639377405061005,4.387486299816477,,2.243116840874596
111,2025-04-22,0.4542110714616181,0.6755579863784644,,0.2579780810927312,0.3343964936401673,0.16178462059427912,0.33261336870069563,0.3338442797395927,2.700283986220394,3.002744524394022,2.303102398420999,4.2993495585138275,2.88528899714891,2.4862840001399817
112,2025-04-23,0.4479557697307841,,0.5221323970431904,0.29196050961645675,0.30719680255562387,0.14940310303264143,0.3834236383069096,0.36691367537719655,2.6557936429346456,2.3726619362585883,1.769130191501947,3.2118709163756027,,2.2736123003641104
113,2025-04-24,0.26132335307309507,0.7751529476483762,0.4481680441236944,0.5502258483961681,0.35468223870451787,0.2712586979686151,0.6063884474321326,,2.310201771308275,2.034773359914335,,2.748353518568649,,2.3654299907025336
114,2025-04-25,0.17734154692213566,0.8794430445903265,0.346419771925547,0.7021651070131432,0.5594503110915903,0.40907155263848716,0.6906636976434984,0.3320766854150761,2.249271156896402,1.563629212454008,2.7427771394169973,,3.2841868215086043,
115,2025-04-26,0.36994009031396924,0.7414864179944243,,0.6918192123480584,0.5146218998696034,0.4781231147746871,,0.3303172161618262,1.8865841430918746,1.7896788413221425,2.381708214652215,1.663743868503191,2.59015495457317,2.319961267223043
116,2025-04-27,0.22657572505924234,0.7458384643912357,0.08593892584853846,0.6627497208774521,0.39789163618323053,0.6288521429637365,,0.19044388639147553,2.337881410313049,3.411384611063217,3.299526065581844,,2.1289166314468053,2.9242498869301876
117,2025-04-28,0.19801080718701716,0.7527550833213196,0.08962185890242616,0.7981459983890716,0.37284803173749365,0.6851737211138684,,0.22486338595299699,2.8156001010049363,3.5278527540169455,3.377810573404019,1.1606428235124642,1.866736133183537,3.7681589787261114
118,2025-04-29,0.2669866730980248,0.8220464554682034,0.05984253722062842,1.0,,0.660246283455248,0.15515437346357974,,5.4381394922291,3.607540614313382,3.8226242127803247,2.752051938159509,,
119,2025-04-30,0.13582426850260274,0.836838875437195,0.0,0.902693228490942,0.46609586178025675,0.809038148186717,0.19972856015697477,0.24656884218583186,5.313256397409748,4.0566956444988715,,2.545412054630325,,
120,2025-05-01,0.07982288141981476,0.704709071807445,0.0,0.7706687545443538,,0.7580303556707887,0.19466016957653906,0.44181261422903395,5.236765639460257,,3.8352603688161304,,,
121,2025-05-02,0.22138769045032314,0.6246988314172602,0.0,0.7643033124020708,0.6461576800324831,0.9888294365366072,0.46392394127759246,0.36840842789334477,5.690752647779032,,4.534352925601201,4.399036911197659,3.101660091660284,5.16303641340305
122,2025-05-03,0.32963597822242025,0.6920911840954199,0.0,0.8598344709751823,0.8238255397826697,0.8607972811136664,0.5027872362239645,0.3478895805108301,3.4926211868496595,3.0246911565832315,4.423410181682784,5.782209525151746,4.810125767717226,
123,2025-05-04,,0.660221403909468,0.0,0.8773115754133154,0.8299082796362865,0.7360155822931123,,0.3285480084076135,1.9690168506206325,,5.723469211068723,,,6.322422636123673
124,2025-05-05,,0.6769782510904021,0.0,0.8529533382333577,0.7620134355388049,0.9687518806343804,,0.1611328690201716,,2.8857842826560076,6.315302317638363,5.615742041124121,4.451898601074476,6.302307092807256
125,2025-05-06,0.44773717306829475,0.5553796204774017,0.0,0.9733288906810109,0.6519361139486757,1.0,,0.18115695378733898,3.274824351081536,3.4022975157288604,6.453902120810751,6.189725853928622,3.1549184995568362,5.626541876456864
