t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
52,2025-02-22,0.6199595867274131,0.44032346725617644,0.7347170397105625,,0.307734270795647,0.8460471731607488,0.3338491904217985,0.8351751708593079,2.3660890025682884,3.112603320949155,,,3.692275639891831,3.882659303531568
53,2025-02-23,0.41971253647173323,0.28679081116621297,0.6222060129477515,0.27740919099512423,0.3113169106465402,0.7356081985451017,0.4109943187064045,0.7978813865093218,1.3568961944970586,3.3357376685591342,,,3.9055240418406565,4.173889508914728
54,2025-02-24,0.39748007554954146,0.36962922639612994,0.6939572302461282,0.25701321477258204,0.23911490770967328,0.753534023004827,0.342676590756082,0.644489784714999,1.7418392948784391,3.123146502198233,,2.944438608643811,3.815591988849089,3.6798046489876945
55,2025-02-25,0.30410441028696167,0.3335821377916242,,,0.08488544136573112,0.830802022003383,0.23992559479474868,0.5650888407064656,2.4894352355189793,3.1598115917442904,4.96335031457519,,4.992816945321038,3.065660348488772
56,2025-02-26,0.48641370619692215,0.25711906897332437,0.5719122463548295,0.37408159641603755,0.1735119163540429,,0.3361199016087605,0.4176204684441107,2.664495330161223,3.5253711128650216,,3.0556977048522462,4.265305274254713,
57,2025-02-27,0.4186297894534502,0.3546532389562673,0.37301113282791143,,0.2500936934983642,,0.0908816343337343,0.365741381355012,3.5837229310286043,,4.0011869385931185,2.729428777575568,4.520540865637955,4.2165608044247636
58,2025-02-28,0.3438402799162552,0.31409546470368527,0.4332168744945211,,0.1738881921252436,0.7274467411521224,0.02932710640628891,0.3384930946160607,3.924082593702219,2.4221229965154265,3.777743372112146,,4.419662172911557,
59,2025-03-01,0.3349609860179295,,0.33399793264873856,,0.16102190053365423,0.6705396834626277,0.08334397675333602,0.3633348680910914,3.077304133309616,3.5024820205674465,3.0826761692159446,3.386880643674542,4.303795508368737,3.551846430772147
60,2025-03-02,0.2864371415510151,0.42647952804296246,0.4149619018388191,,0.18969829775351535,0.5273866464683312,0.1368930278626186,,3.388854025803786,3.0274865726166307,3.085915968587866,3.5350321924402173,,3.985759192160901
61,2025-03-03,0.36976495317344593,,0.31027844296501583,,0.2737547234796844,0.5482141431330504,0.20042598008406703,0.175126387757783,3.5021494505044113,3.930572786681743,,4.098313538687719,4.245273933983078,4.489927500809381
62,2025-03-04,,0.14774794665575655,0.3229897192878377,,,0.5610093836951856,,0.15987783327381203,3.276165285684774,3.7204296533979244,4.014424300423761,5.6457166672446935,4.595912063692378,
63,2025-03-05,0.2286054894435177,0.1331514294052277,0.29842495243585976,,,0.4306352602288491,,0.25379048708655927,2.826218494871071,3.7554246217811764,4.805651673173045,5.355699559536433,4.470534063294592,5.257402749534994
64,2025-03-06,0.29162596684733116,0.12420168182159994,0.34998286004367674,,,0.4102489028299671,,0.21533079503601388,2.0173046553508245,3.9298478761207347,4.83268062834193,5.087430704259451,4.849693356216846,4.235078358844003
65,2025-03-07,0.15204721793623444,0.3312531070051345,0.3577025400948678,,,0.3620143071485836,,0.3346891570687299,,3.8977254182060252,4.380926389651966,5.053801282067108,5.072528926133412,4.335520542286865
66,2025-03-08,0.17591994256326715,0.25024453084402154,0.4270504175650869,0.40371975022445095,,,,0.36654105806218135,,3.9886148142377027,4.742119396701576,,4.623169150030438,4.399473218446721
67,2025-03-09,0.28125551333330484,0.21703164149760193,0.3567301925275954,0.33740152747360924,,0.2133324255724833,,0.3034097682530864,2.6591408172919895,3.0609101044940115,4.379086702326638,5.074675411814433,4.364104600670522,4.70917533635638
68,2025-03-10,,0.2128304046845605,0.3446195808204307,0.22955644852939222,0.2522463633731814,0.32715296786074316,,0.2741430784499688,2.339988044886175,3.9367847771317233,4.676579946579682,5.504485717481774,4.479343168022416,4.851666454874428
69,2025-03-11,,0.1843863038029978,0.3359283897692981,0.2160995790642286,0.25354096471751286,0.22605129574083083,,0.43253804494704395,2.361232135871723,4.1371415833351515,4.846729297091136,5.1824623529891864,4.26936364072181,4.5629412156630655
70,2025-03-12,,0.08104312408640851,,0.2875569139131877,0.2921683388656895,0.12786442494412703,,0.4748457544762271,2.5659536362941235,4.722240686621927,5.16821271434229,5.03741524306843,4.461424387565391,4.1757677969803435
71,2025-03-13,,0.1323123569699086,,0.42462099941476444,0.09484488151586895,0.09040408886162851,0.33054364982785395,0.4928225772635958,,4.1526466584534045,5.0956806711587825,4.6428403673743945,4.074670015564195,3.278136215105231
72,2025-03-14,,0.13222382436514937,,0.3673942670127712,0.25000907379726994,0.017703433405096308,0.40819641587865924,0.5946081798264652,2.431446171840854,3.789857277242107,5.617312303140023,4.595112216888701,,2.992890405713728
73,2025-03-15,,0.22934675684160608,,0.41686299019602224,0.24914206588703391,0.03536276559099015,0.42604669039922466,0.5731817113978147,1.91128688418585,,,4.239016439387927,3.0419218086602213,2.862874480610999
74,2025-03-16,,0.35236527647204147,,0.4933886979067155,0.32791768450222436,,,0.4015521140002145,2.019438491775039,,3.649133703575804,4.998669767696888,3.5097596103674737,2.8196305703459568
75,2025-03-17,,0.17808439935539203,,0.5204005290563317,0.3614937191861697,0.0,0.4327591974408603,0.4600430425130071,1.5249781154132793,3.7380573169880793,3.275739798147697,5.399005057409712,,3.4116117251253293
76,2025-03-18,,0.2622656214195854,,0.4502319969799349,,0.0,0.4250473968386762,0.3792575538809809,1.3673345905550662,3.6565922562292386,3.51914521995119,,4.4148037701214475,4.3035412013346726
77,2025-03-19,0.2617316287699484,0.3113667053179557,,0.36485587550318443,,0.0,0.37275166389920034,0.33261646929732663,1.2954166526099622,3.362502201608578,,4.520728792929668,4.210828679466403,3.908024697606075
78,2025-03-20,0.31030304161153444,0.32351875744845837,,0.33835307868659603,,0.0,0.4325044111398903,0.282325076130374,0.8073496889653211,3.0358772341804845,4.6048094373211415,4.353478087776383,,3.813054702018821
79,2025-03-21,0.29160143670308725,0.4157247027647111,0.19875348781244162,0.36885475349971353,,0.0,0.39171187932438245,0.28717436126345147,0.4645252643464437,2.8144550347800847,3.5705373598202956,3.4207196991783664,3.4033968232949596,3.119561348221917
80,2025-03-22,0.30798266595388446,,0.15803679333561135,0.40778260495612473,,0.0,0.4495317196757178,0.34735801632412217,1.0139579970172545,2.2596650691349245,3.607855070811878,3.19151945810492,4.110085758133734,1.9117131652012986
81,2025-03-23,0.24724330199668207,0.3760984829309424,0.22433218679387082,0.30443043061096475,,0.0,0.4627861013811017,0.3915516462981454,1.297483307712762,2.5140512337307275,3.1247777917648776,4.185353648699643,4.0567924813101195,1.6270385258747662
82,2025-03-24,0.2734024469497571,0.36359928249980517,0.18771854800805388,0.2819086454869389,,0.0,0.42631176129972403,0.3589093900148463,1.6667039262800634,3.5098518644694643,,3.9142839510832355,3.9414122491454315,1.0434911027981726
83,2025-03-25,0.487830547207818,0.3981847091568417,0.13661289406706675,0.24806239812649716,,0.0,0.30391603358872316,0.3639876517870627,2.0002050359322125,3.9437444687742453,4.094517345276858,3.6179217296021458,3.9131751861234285,2.004515576888842
84,2025-03-26,0.5166412580578049,0.49838669021389714,0.14060712154566346,0.17635470440749734,0.3721324140667143,0.0,0.3099736457861943,0.4026737394414076,1.8147704002491423,3.4720249131515986,,3.111239510139055,3.894411540420049,
85,2025-03-27,0.5469640125590534,,0.3497578058535443,0.32352829972580543,0.49988713179427696,,0.37927958424849667,0.4002152381062908,1.601449459131695,,,2.807688530951119,2.534062561254189,3.2323824417268336
86,2025-03-28,0.5427758399344197,0.5692221075265601,,0.15554159499399814,0.5600384892981654,0.06642175303686519,0.4309833986030698,0.43478698787567266,1.3250361738371805,3.0345680158195645,2.5505439119718494,2.9829764089507687,2.2138098056430993,3.047570782355096
87,2025-03-29,,0.5315253498236704,0.456141962711872,0.22663053188518517,0.551920618855027,0.18824121691323537,,0.31509808009793316,1.615400054184782,3.4477538190863557,2.632468064256153,2.9196694005606667,1.9093771297943243,2.7053752787306906
88,2025-03-30,0.507383608476121,0.3960019228143738,0.46702937762346386,0.20141113014786338,0.44822937067446755,0.20017219899889566,0.34293724861520136,0.2831659454586238,,3.579923702685154,,3.2651095802679087,2.472155697539196,3.01985634384661
89,2025-03-31,0.44699475908608116,0.30879779648659145,0.5973259740088837,0.11660608737430771,0.46718317648024754,0.15084598333782187,0.3757671710942701,0.291308079318759,2.067588245937114,3.2285446424756,2.883061842136212,3.7665300019203087,3.835495053047949,2.962226012929464
90,2025-04-01,,,,0.3411881148410605,0.40791018965365416,0.08999915871754792,0.47363111291931925,0.22493277205240447,2.4877503074178966,4.686074689469415,,3.6074317421745823,4.2181793854969145,
91,2025-04-02,0.48195345972886844,0.32017485429130477,0.5187896085633739,0.474676590637805,0.4291959608026502,,0.6423927115237951,0.14203619197171746,2.7796571048075616,4.790955880418746,,4.530675958205069,4.4472989776206475,3.7407616064810316
92,2025-04-03,0.6150888462841486,0.5138368106513529,0.55793621467781,0.30734282660902706,0.42792819173816005,0.26367555144621646,0.6837383768106144,0.03858816553706117,,4.816247767978313,,4.517135407194109,,4.18438742271443
93,2025-04-04,0.7640890329638491,0.42856006098204885,0.5948045050052669,0.3870158852564493,0.48983034559513383,0.2625755036890927,0.6653666029245643,0.05896611177542515,3.4198579834749894,4.113339071532986,5.869332619412201,4.888279316416384,4.098956312284529,3.995996234554835
94,2025-04-05,0.8204905233032936,,0.5854651052301838,0.39673406075482,0.6624263805974754,0.2902080479423435,0.6932397640095201,0.028927432235811325,3.8324377321157908,3.7590502497133147,4.980236111962361,4.512587663897669,,4.781775394971845
95,2025-04-06,0.7386736353889742,0.4644868383810806,0.6170264678136923,0.4424452929820171,0.45191971268833464,0.39842799815482133,0.5559657287682853,0.22115845811265042,3.710791678401459,4.672184127788007,4.961333831046301,3.92775427979082,,4.1781204901089435
96,2025-04-07,0.6743845629013154,0.4943018325628358,0.5223885701014306,0.3974835222046411,0.3420605812778155,0.37752879699654895,0.5718480799089988,,4.062520397271613,5.211446244375088,5.19599724198374,3.8138831084740294,4.080818715536969,5.053413116966834
97,2025-04-08,0.6642262212472598,0.30482504381786935,,0.39808819158728204,0.37455724452184574,0.40191492760302955,,0.22801158617244,4.074104171416895,5.357552444553151,5.697638847161889,5.665223098022473,,5.337750434676146
98,2025-04-09,,,0.670468709353786,0.5478630843528038,0.5570926089578632,0.30767062422295777,0.7106931761449231,0.16992508926881436,,4.701644742426205,5.623611452275165,5.657846192759671,,4.979365957194116
99,2025-04-10,0.4055082608952908,0.1341790911277798,0.5095822372696177,0.32305255457843873,0.43492809281480493,0.18566380913122557,,0.3488386199856467,,4.071788094009817,,5.551239605531299,,3.554248620638422
100,2025-04-11,,0.2200870490387794,0.48094521722214684,0.46025499819579063,0.5544652940626984,0.3823557793425201,0.6925188489115136,0.42131080670685667,,4.528314612286389,5.549825704085544,5.683635107063366,,4.012142919393258
101,2025-04-12,0.21691068863744756,0.4376056387347801,0.39144549916835625,,0.4722834405667414,0.4052707825769263,0.755527373364926,0.5772015637555442,,,5.374682914294893,5.036806868920726,,4.161336076265783
102,2025-04-13,0.10606991753150904,0.4441068907153068,0.11967713346373493,0.741341335495433,0.30369386034889323,0.3121896155702271,0.641607269006091,0.6419772144581347,,4.7525880100603715,,5.458452748358407,,4.644719799790797
103,2025-04-14,0.06792526656496567,0.3245702593577225,0.11766249804763988,0.6011402997489854,0.2330607678507809,0.15708670929296753,0.4592253651113333,0.4521442820256895,3.362158681344395,4.201805957512119,5.080196197429979,,,4.547036903949323
104,2025-04-15,0.003898436167474484,0.24864524691196188,0.38812687676485624,0.4942100590739954,0.4475539618529364,0.4256031873307803,0.3938957275913422,0.41810470615791984,3.285478641073061,,,5.361194527997283,,3.777764537379877
105,2025-04-16,0.07113273892736086,0.30628146272082774,0.15421539989334707,0.46257622998170467,0.4218431899009424,0.2789304015208005,0.680307087318099,0.34127247962139423,2.9168063644743887,4.208302496842055,3.9803148245766633,4.581645193678857,,4.72279571528899
106,2025-04-17,0.047799208222574774,0.4523118947374355,0.24097607383966485,0.6258372934071553,,0.30955939949725153,,0.5146270934722458,2.6572801169378235,3.3568580040615834,,3.9996942868868257,,
107,2025-04-18,0.05450697129696644,0.5227100440418493,,,0.46141398853682286,,0.7727385298489983,,1.9180037389147335,2.0994488476404207,,3.6298462803130853,3.058441926615902,1.7142720736138113
108,2025-04-19,0.20719123059174993,0.30499300920065764,,,0.5536755510862962,0.24447477496566083,0.7879710076851473,0.731158707255788,1.6236459012583695,2.0954332125897257,3.283690526658884,4.058580902335466,,1.354570783719875
109,2025-04-20,,0.4072035913873189,0.4378740357907651,,0.5903354314847468,0.2383917773874824,0.8900862185607726,0.6762716236605634,1.8207827817280235,2.1881437618467356,4.288636899475324,2.834147313623136,4.014901816730418,2.3950480646614887
110,2025-04-21,0.09342148075238635,0.2505819642076711,0.25166651820165786,0.7549080267901033,0.476381099717376,0.2089151791526651,0.8676558875342693,0.5359061400333744,,2.8003785013287894,4.157943280638475,4.252340473020823,3.6341836839163775,3.0963897658340986
111,2025-04-22,0.20421707890695334,0.3194287959019587,0.19189741112889952,0.5902042037320447,0.3460738017812242,0.44055709702248813,0.8574650407060008,0.63389532546051,1.6255873487870653,2.5632464216161956,4.579749081651995,4.080554967581542,3.8421147388808685,
112,2025-04-23,0.2861224242832252,0.26344920545530537,0.07359299213818357,0.5083017501064726,0.4048041726936441,0.3309776349347431,0.7283581722885536,0.5387561023168762,2.3344329001950186,2.2471867679858475,,,3.8905373789257514,
113,2025-04-24,0.46019519997748887,0.38404395488379,0.06749018954533335,,0.4865879422155668,0.7394428329525673,0.8184367895350204,0.42850492423202646,1.8436484036519778,3.3901692810232196,,4.37642661436992,3.9701997739216597,3.516894704620645
114,2025-04-25,,0.35602445212728445,0.15568629352202354,,0.4079547578075238,0.5665729298319963,0.9621755894604027,0.4136780877570523,3.4962924513595426,2.9818391641515687,,4.5223786216784365,,
115,2025-04-26,0.46544941900379283,0.5693454791950296,0.21557773493491197,,,0.6680656827612085,1.0,0.5610180578941103,3.125588463153812,3.3017538883442583,,3.754953813855071,2.640348699012558,2.7895146012548824
116,2025-04-27,,0.5971711745067362,,0.5548930122767565,0.3780334470715837,0.3996294142342637,1.0,0.3059482243470867,,3.647578077144332,2.681033573253387,2.1588213978880697,4.3596108587411,3.1034131323812892
117,2025-04-28,,,0.32440687892545184,0.5642705880806714,0.422520233084046,0.4570552272774157,0.8193843893867728,,,3.7005381848446546,3.150218926470272,,,
118,2025-04-29,0.23874357185702152,0.6628129222666882,0.16857604768364085,0.4671282270735647,0.33264332112416317,0.13887622775643887,0.5620326524094703,0.2864654540600931,2.7753828870934694,4.031927926833156,4.2789687791403015,4.289343295005288,,5.233034814866514
119,2025-04-30,0.5412648891592429,,,0.3976220947057303,0.5867026861905681,0.0,,0.466039853961334,3.3920885219627763,3.776058635422645,,5.651763997944631,,6.161560989012651
120,2025-05-01,,0.5749119795222498,0.0,0.30210811430474,0.6312834912360835,0.0,0.3843918189520464,0.3788369092835526,3.850273282514211,4.010534986458805,,5.715565590505926,3.953607005391663,5.745614141554145
121,2025-05-02,0.3715677068659076,0.6744614375596107,0.3069474792790033,0.46209621116369426,0.7574605837776831,0.0,,0.41583063145001126,4.034740720888316,,4.701994638457682,5.611353937084637,2.8137449461321236,4.883151952369366
122,2025-05-03,0.455273730244217,,0.34216872544950633,0.3350725790771404,0.7422122724726643,0.0496756751348672,0.3859438660780619,0.8868004708490903,4.591997511410535,2.402020891833801,5.092182876832576,6.796197658210471,2.8613177570958412,3.450225741718559
123,2025-05-04,0.3202329806145239,0.8691785405466326,,,,0.16587687110121752,0.3950702660169608,0.8661705771192152,4.03729583433842,2.6830059951754173,5.454127344875617,7.774798725127595,,
124,2025-05-05,0.3360310637865337,,0.25218014489614277,0.31281425443164174,0.36601666126381865,0.04328729497935621,0.2580333841023652,0.7022281245786232,3.6029789750186185,2.9362644325049265,,,3.226800897116214,4.637634684017908
125,2025-05-06,,0.8467107944424264,0.3778224171616186,0.26128184074126426,0.5068574879735007,,0.25451205319372266,,2.9439439377043684,3.2739868710450972,,4.936807209565472,2.1892336174301565,4.070585779432546
126,2025-05-07,0.7034988994660835,,,0.5015858723937837,0.5754149774093089,0.18938899643690232,0.40242075205116434,0.7210766988616863,,3.2888810321979633,,5.3631523120381726,3.637713535824654,
