feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / body_scan_meditation,BIO,4,0.8,89.0,37.436615,0.20028393,0.02969716
BIO / sleep_circadian_and_restoration / circadian_entrainment / context_shift_plans / travel_jetlag_plan,BIO,4,0.8,89.25,59.587646,0.20394568,0.038390674
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / guided_meditation,BIO,4,0.8,90.0,46.52419,0.20027995,0.028931214
BIO / environmental_exposures_and_built_environment_optimization / sensory_environment_design / light_and_circadian_environment / light_pollution_reduction,BIO,4,0.8,95.75,43.34383,0.20073351,0.030445512
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / low_lux_bedroom_lighting,BIO,4,0.8,105.5,53.80288,0.20591936,0.048622772
BIO / environmental_exposures_and_built_environment_optimization / sensory_environment_design / light_and_circadian_environment / blackout_window_treatments,BIO,4,0.8,110.25,56.402016,0.19951685,0.034547415
BIO / sleep_circadian_and_restoration / sleep_environment / air_allergen_and_irritant_control / bedroom_co2_monitor,BIO,4,0.8,112.75,22.2977,0.19419593,0.02623589
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / mindful_labeling_of_thoughts,BIO,4,0.8,115.5,43.786415,0.18713912,0.009578947
BIO / sleep_circadian_and_restoration / sleep_environment / air_allergen_and_irritant_control / low_dust_bedroom_declutter,BIO,4,0.8,119.5,19.880896,0.19222437,0.023279889
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / therapy_and_device_pathways / circadian_entrainment_therapy_referral_pathway,BIO,3,0.6,57.0,16.57307,0.21004392,0.03741949
BIO / sleep_circadian_and_restoration / circadian_entrainment / activity_and_meal_cues / exercise_timing_circadian_cue,BIO,3,0.6,58.666668,23.328571,0.21243556,0.044383418
BIO / sleep_circadian_and_restoration / circadian_entrainment / activity_and_meal_cues / meal_timing_circadian_cue,BIO,3,0.6,73.333336,42.86672,0.21135055,0.047073122
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / aromatherapy_lavender,BIO,3,0.6,83.666664,26.549744,0.2065512,0.025686959
BIO / sleep_circadian_and_restoration / circadian_entrainment / light_cues / late_evening_screen_reduction,BIO,3,0.6,92.666664,77.59869,0.22560425,0.05991656
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / audiobook_low_arousal,BIO,3,0.6,93.333336,19.601587,0.20526259,0.0294944
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / relaxation_scan_head_to_toe,BIO,3,0.6,97.0,3.7416575,0.20038043,0.020496953
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / wind_down_routine,BIO,3,0.6,97.0,46.26734,0.20746116,0.034317065
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / breathwork_relaxation,BIO,3,0.6,100.0,33.950943,0.20210658,0.022131164
BIO / cognitive_capacity_and_brain_health / sleep_circadian_and_glymphatic_support / circadian_photo_biology_tools / smart_circadian_lighting_system,BIO,3,0.6,100.666664,52.677216,0.20513318,0.04189594
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / evening_conversation_boundary,BIO,3,0.6,101.333336,50.67763,0.20576988,0.02932495
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / comfort_scan_adjustment,BIO,3,0.6,108.0,37.532207,0.20291202,0.027682003
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / todo_list_offloading,BIO,3,0.6,112.0,34.56395,0.19985323,0.022915214
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / referral_and_diagnostics / circadian_rhythm_assessment_pathway,BIO,3,0.6,113.0,42.809654,0.19853888,0.032262743
BIO / environmental_exposures_and_built_environment_optimization / sensory_environment_design / light_and_circadian_environment / daylight_access_optimization,BIO,3,0.6,115.333336,46.549854,0.20069022,0.037815783
BIO / environmental_exposures_and_built_environment_optimization / sensory_environment_design / light_and_circadian_environment / circadian_lighting_system,BIO,3,0.6,116.333336,59.873943,0.20498891,0.045267306
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / referral_and_diagnostics / sleep_breathing_risk_assessment_pathway,BIO,3,0.6,134.66667,43.92671,0.1902678,0.021836007
BIO / cognitive_capacity_and_brain_health / neurotoxin_and_exposure_risk_reduction / sleep_disordered_breathing_and_hypoxia_risk / home_sleep_testing_referral,BIO,3,0.6,163.66667,13.224557,0.18842465,0.014245767
BIO / cognitive_capacity_and_brain_health / neurodegeneration_risk_modifiers_and_longevity_neurohealth / screening_and_referrals / sleep_clinic_evaluation_referral,BIO,3,0.6,170.33333,22.395435,0.18615647,0.010111009
BIO / sleep_circadian_and_restoration / circadian_entrainment / light_cues / evening_light_dimming,BIO,2,0.4,72.5,61.5,0.24216142,0.06243079
BIO / medical_assessment_and_physiology_testing / sleep_and_respiratory_testing / circadian_and_sleep_tracking / sleep_diary,BIO,2,0.4,84.0,28.0,0.21670222,0.034595214
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / progressive_muscle_relaxation,BIO,2,0.4,88.5,6.5,0.20894462,0.023315676
BIO / sleep_circadian_and_restoration / sleep_pharmacotherapy_classes / nonbzd_hypnotic_classes,BIO,2,0.4,93.5,7.5,0.20994356,0.026523262
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / therapy_and_device_pathways / nightmare_targeted_sleep_specialty_referral,BIO,2,0.4,96.5,2.5,0.20785098,0.023654282
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / nonsleep_deep_rest_audio,BIO,2,0.4,106.5,31.5,0.21128577,0.03201545
BIO / sleep_circadian_and_restoration / sleep_environment / comfort_and_body_support / mattress_firmness_optimization,BIO,2,0.4,107.5,10.5,0.20294443,0.019154452
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / warm_shower_or_bath,BIO,2,0.4,107.5,35.5,0.21133944,0.032753967
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / referral_and_diagnostics / restless_legs_and_movement_in_sleep_evaluation_pathway,BIO,2,0.4,121.5,13.5,0.20301121,0.02333416
BIO / sleep_circadian_and_restoration / sleep_pharmacotherapy_classes / sedating_antidepressant_classes,BIO,2,0.4,122.0,7.0,0.20140164,0.021373987
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / paper_book_reading,BIO,2,0.4,122.0,38.0,0.20819679,0.030858018
BIO / cognitive_capacity_and_brain_health / sleep_circadian_and_glymphatic_support / sleep_support_nutraceuticals / lavender_extract,BIO,2,0.4,122.5,15.5,0.1978873,0.015028112
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / gentle_stretching,BIO,2,0.4,126.5,26.5,0.20392808,0.026208185
BIO / cognitive_capacity_and_brain_health / sleep_circadian_and_glymphatic_support / circadian_photo_biology_tools / blue_light_filter_glasses,BIO,2,0.4,126.5,48.5,0.2092055,0.033127904
BIO / environmental_exposures_and_built_environment_optimization / outdoor_environment_and_community_exposures / noise_and_light_community_exposures / nighttime_light_exposure_reduction_strategy,BIO,2,0.4,127.5,57.5,0.21020496,0.034468286
BIO / cognitive_capacity_and_brain_health / sleep_circadian_and_glymphatic_support / sleep_support_nutraceuticals / melatonin,BIO,2,0.4,129.0,36.0,0.20484748,0.028069988
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / referral_and_diagnostics / sleep_disorder_diagnostic_workup_pathway,BIO,2,0.4,132.0,15.0,0.20037822,0.022023141
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / referral_and_diagnostics / sleep_medicine_consultation_pathway,BIO,2,0.4,132.0,19.0,0.20079976,0.022807889
BIO / cognitive_capacity_and_brain_health / cerebrovascular_and_oxygenation_support / vascular_risk_optimization_frameworks / sleep_apnea_risk_evaluation_referral,BIO,2,0.4,134.0,25.0,0.18198752,0.00039642304
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / night_awakenings_support / warm_drink_noncaffeinated_option,BIO,2,0.4,136.0,26.0,0.20115873,0.024354078
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / yoga_nidra,BIO,2,0.4,142.5,35.5,0.2011783,0.025209844
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / gratitude_journaling,BIO,2,0.4,143.5,17.5,0.19792706,0.020617135
BIO / sleep_circadian_and_restoration / sleep_environment / comfort_and_body_support / adjustable_pillow,BIO,2,0.4,149.0,14.0,0.19544528,0.01866287
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / imagery_safe_place_practice,BIO,2,0.4,151.0,29.0,0.19793227,0.022003211
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / breath_anchor_settling,BIO,2,0.4,153.0,34.0,0.19828305,0.022640921
BIO / sleep_circadian_and_restoration / circadian_entrainment / light_cues / outdoor_morning_walk,BIO,1,0.2,7.0,0.0,0.3142457,0.0
BIO / sleep_circadian_and_restoration / circadian_entrainment / light_cues / dawn_simulation_alarm,BIO,1,0.2,12.0,0.0,0.3009686,0.0
BIO / sleep_circadian_and_restoration / circadian_entrainment / light_cues / dusk_simulation_lighting,BIO,1,0.2,13.0,0.0,0.29957324,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / bedside_lamp_with_timer,BIO,1,0.2,18.0,0.0,0.28611663,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / smart_circadian_lighting_system,BIO,1,0.2,20.0,0.0,0.28009656,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / outdoor_daylight_access_at_home,BIO,1,0.2,24.0,0.0,0.2753391,0.0
BIO / personalization_monitoring_and_data_feedback / wearables_and_home_monitoring / physiology / sleep_and_circadian / circadian_exposure_monitoring / light_exposure_dosimeter,BIO,1,0.2,28.0,0.0,0.27449852,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / screen_night_mode,BIO,1,0.2,34.0,0.0,0.2666236,0.0
BIO / personalization_monitoring_and_data_feedback / wearables_and_home_monitoring / physiology / sleep_and_circadian / circadian_exposure_monitoring / daylight_exposure_tracker,BIO,1,0.2,35.0,0.0,0.2655676,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / bedroom_light_sensor,BIO,1,0.2,36.0,0.0,0.2647529,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / amber_night_light,BIO,1,0.2,40.0,0.0,0.26184127,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / warm_dimmable_bedside_lamp,BIO,1,0.2,45.0,0.0,0.2571492,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / sunrise_alarm_clock,BIO,1,0.2,47.0,0.0,0.2553567,0.0
BIO / personalization_monitoring_and_data_feedback / wearables_and_home_monitoring / physiology / sleep_and_circadian / circadian_exposure_monitoring / blue_light_exposure_meter,BIO,1,0.2,48.0,0.0,0.25519967,0.0
BIO / sleep_circadian_and_restoration / sleep_environment / light_and_display_control / blackout_curtains,BIO,1,0.2,49.0,0.0,0.2544318,0.0
BIO / cognitive_capacity_and_brain_health / sleep_circadian_and_glymphatic_support / circadian_photo_biology_tools / dusk_simulation_lighting_system,BIO,1,0.2,51.0,0.0,0.25395915,0.0
BIO / environmental_exposures_and_built_environment_optimization / sensory_environment_design / light_and_circadian_environment / warm_dimmable_evening_lighting,BIO,1,0.2,54.0,0.0,0.2525748,0.0
